trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
369,False,"{'a': 0.1, 'e': 0.025222974835227212}",30,4,7.050506483449958,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 1}",1
370,False,"{'a': 0.1, 'e': 0.024972002042276155}",20,8,19.386182849326428,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.1, 'e': 0.024723526470339388}",20,0,-9.044042500528489,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
372,False,"{'a': 0.1, 'e': 0.02447752327165267}",20,11,17.081151813523924,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.1, 'e': 0.024233967845691113}",25,5,32.12220523501258,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.1, 'e': 0.023992835836709175}",20,9,19.274325478783137,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.1, 'e': 0.023754103131304997}",20,0,30.357878027285498,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
376,False,"{'a': 0.1, 'e': 0.023517745856009107}",25,2,32.58061656197211,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.1, 'e': 0.023283740374897}",25,3,28.773097210340975,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.1, 'e': 0.02305206328722557}",30,7,35.01915980896006,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.1, 'e': 0.02282269142509297}",20,2,29.234088375257336,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.1, 'e': 0.022595601851121864}",25,7,26.69324714567014,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.1, 'e': 0.02237077185616559}",30,16,20.67604311734276,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.1, 'e': 0.022148178957037315}",20,5,11.542889542099017,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
383,False,"{'a': 0.1, 'e': 0.02192780089426161}",20,0,29.424924138381485,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
384,False,"{'a': 0.1, 'e': 0.02170961562984857}",25,0,37.8393939516822,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
385,False,"{'a': 0.1, 'e': 0.021493601345089923}",30,0,46.058186306322455,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.1, 'e': 0.02127973643837717}",30,13,30.755494105853728,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.1, 'e': 0.021067999523041434}",30,8,-10.766195442125245,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
388,False,"{'a': 0.1, 'e': 0.02085836942521472}",35,16,36.551573941114,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.1, 'e': 0.020650825181712566}",20,0,19.68445525223944,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
390,False,"{'a': 0.1, 'e': 0.020445346037937653}",30,6,21.44741046557902,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
391,False,"{'a': 0.1, 'e': 0.02024191144580439}",20,0,34.15775522738467,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
392,False,"{'a': 0.1, 'e': 0.020040501061684014}",20,6,18.68852304715353,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.1, 'e': 0.019841094744370288}",30,10,34.54822531556991,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,4,31.499946330493014,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,0,27.483445319123,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3,True,"{'a': 0, 'e': 0}",20,9,21.3911379862673,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,15,17.85463914635365,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,12,19.171101107285118,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,14,13.27889009232648,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,10,12.238359164795334,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,0,24.91126636096125,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
9,True,"{'a': 0, 'e': 0}",20,9,16.37221046239791,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,2,28.017127585909282,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,11,17.573324789463374,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",35,22,24.26522566230826,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",30,0,40.30494294519222,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
14,True,"{'a': 0, 'e': 0}",25,0,27.58951331580697,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
15,True,"{'a': 0, 'e': 0}",25,16,15.158505871830908,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",25,5,32.257543177513625,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,15,20.41011892998813,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",25,16,13.495442057858547,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",30,5,38.67030522424147,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",25,5,31.613926079012074,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
